Latitude,Longitude,Intensity
-90.0,0.0,0.7451825318785268
-90.0,5.0,0.7451825318785268
-90.0,10.0,0.7451825318785268
-90.0,15.0,0.7451825318785268
-90.0,20.0,0.7451825318785268
-90.0,25.0,0.7451825319076306
-90.0,30.0,0.7451825319076306
-90.0,35.0,0.7451825319076306
-90.0,40.0,0.7451825319076306
-90.0,45.0,0.7451825319076306
-90.0,50.0,0.7451825319076306
-90.0,55.0,0.7451825319076306
-90.0,60.0,0.7451825319076306
-90.0,65.0,0.7451825319076306
-90.0,70.0,0.7451825318930787
-90.0,75.0,0.7451825318930787
-90.0,80.0,0.7451825318930787
-90.0,85.0,0.7451825318930787
-90.0,90.0,0.7451825318930787
-90.0,95.0,0.7451825318930787
-90.0,100.0,0.7451825318930787
-90.0,105.0,0.7451825318930787
-90.0,110.0,0.7451825318930787
-90.0,115.0,0.7451825319076306
-90.0,120.0,0.7451825319003547
-90.0,125.0,0.7451825319003547
-90.0,130.0,0.7451825319003547
-90.0,135.0,0.7451825319003547
-90.0,140.0,0.7451825319003547
-90.0,145.0,0.7451825319003547
-90.0,150.0,0.7451825319003547
-90.0,155.0,0.7451825319003547
-90.0,160.0,0.7451825318930787
-90.0,165.0,0.7451825318930787
-90.0,170.0,0.7451825318930787
-90.0,175.0,0.7451825318930787
-90.0,180.0,0.7451825318930787
-90.0,185.0,0.7451825318930787
-90.0,190.0,0.7451825318930787
-90.0,195.0,0.7451825318930787
-90.0,200.0,0.7451825318930787
-90.0,205.0,0.7451825319003547
-90.0,210.0,0.7451825319003547
-90.0,215.0,0.7451825319003547
-90.0,220.0,0.7451825319003547
-90.0,225.0,0.7451825319003547
-90.0,230.0,0.7451825319003547
-90.0,235.0,0.7451825319003547
-90.0,240.0,0.7451825319003547
-90.0,245.0,0.7451825319076306
-90.0,250.0,0.7451825319003547
-90.0,255.0,0.7451825319003547
-90.0,260.0,0.7451825319003547
-90.0,265.0,0.7451825319003547
-90.0,270.0,0.7451825319003547
-90.0,275.0,0.7451825319003547
-90.0,280.0,0.7451825319003547
-90.0,285.0,0.7451825319003547
-90.0,290.0,0.7451825319003547
-90.0,295.0,0.7451825319076306
-90.0,300.0,0.7451825319076306
-90.0,305.0,0.7451825319076306
-90.0,310.0,0.7451825319076306
-90.0,315.0,0.7451825319076306
-90.0,320.0,0.7451825319076306
-90.0,325.0,0.7451825319076306
-90.0,330.0,0.7451825319076306
-90.0,335.0,0.7451825319076306
-90.0,340.0,0.7451825318785268
-90.0,345.0,0.7451825318785268
-90.0,350.0,0.7451825318785268
-90.0,355.0,0.7451825318785268
-84.85714285714286,0.0,0.18359059834619984
-84.85714285714286,5.0,0.19614271656610072
-84.85714285714286,10.0,0.21310122274735477
-84.85714285714286,15.0,0.23484627404104685
-84.85714285714286,20.0,0.26173632234713295
-84.85714285714286,25.0,0.29406472297705477
-84.85714285714286,30.0,0.3320118046030984
-84.85714285714286,35.0,0.37559806415083585
-84.85714285714286,40.0,0.4246445059325197
-84.85714285714286,45.0,0.47874552448047325
-84.85714285714286,50.0,0.5372582982381573
-84.85714285714286,55.0,0.5993106955575058
-84.85714285714286,60.0,0.6638275580771733
-84.85714285714286,65.0,0.7295732230340946
-84.85714285714286,70.0,0.7952065505087376
-84.85714285714286,75.0,0.8593436711817048
-84.85714285714286,80.0,0.9206232605938567
-84.85714285714286,85.0,0.9777693149371771
-84.85714285714286,90.0,1.0296471077090246
-84.85714285714286,95.0,1.075309060041036
-84.85714285714286,100.0,1.1140285155997844
-84.85714285714286,105.0,1.1453206777296145
-84.85714285714286,110.0,1.1689510657961364
-84.85714285714286,115.0,1.18493266315636
-84.85714285714286,120.0,1.193513376012561
-84.85714285714286,125.0,1.1951555099512916
-84.85714285714286,130.0,1.1905087637060205
-84.85714285714286,135.0,1.180377863085596
-84.85714285714286,140.0,1.165685554187803
-84.85714285714286,145.0,1.1474313954167883
-84.85714285714286,150.0,1.1266467415698571
-84.85714285714286,155.0,1.1043465588300023
-84.85714285714286,160.0,1.0814792473320267
-84.85714285714286,165.0,1.0588764075146173
-84.85714285714286,170.0,1.0372053417740972
-84.85714285714286,175.0,1.0169278667963226
-84.85714285714286,180.0,0.9982695369035355
-84.85714285714286,185.0,0.9812034460410359
-84.85714285714286,190.0,0.9654522439450375
-84.85714285714286,195.0,0.950510777431191
-84.85714285714286,200.0,0.935689862970321
-84.85714285714286,205.0,0.9201792832682258
-84.85714285714286,210.0,0.9031254483488738
-84.85714285714286,215.0,0.8837166924276971
-84.85714285714286,220.0,0.8612673517272924
-84.85714285714286,225.0,0.8352910310277366
-84.85714285714286,230.0,0.8055541040666867
-84.85714285714286,235.0,0.7721025953433127
-84.85714285714286,240.0,0.7352589410511428
-84.85714285714286,245.0,0.6955892346304609
-84.85714285714286,250.0,0.6538457427886897
-84.85714285714286,255.0,0.6108929606343736
-84.85714285714286,260.0,0.5676276041340316
-84.85714285714286,265.0,0.5249032980718766
-84.85714285714286,270.0,0.4834692792428541
-84.85714285714286,275.0,0.4439295117990696
-84.85714285714286,280.0,0.40672486666881014
-84.85714285714286,285.0,0.3721371896463097
-84.85714285714286,290.0,0.34031093386147404
-84.85714285714286,295.0,0.31128604889818234
-84.85714285714286,300.0,0.2850352300592931
-84.85714285714286,305.0,0.2614993295937893
-84.85714285714286,310.0,0.24061639550200198
-84.85714285714286,315.0,0.22234197144280188
-84.85714285714286,320.0,0.20666049540159293
-84.85714285714286,325.0,0.19358946638385532
-84.85714285714286,330.0,0.18317922142887255
-84.85714285714286,335.0,0.1755114959378261
-84.85714285714286,340.0,0.17069943455135217
-84.85714285714286,345.0,0.1688904905677191
-84.85714285714286,350.0,0.1702719962122501
-84.85714285714286,355.0,0.17507749083597446
-79.71428571428571,0.0,0.27940919582761126
-79.71428571428571,5.0,0.25254321091779275
-79.71428571428571,10.0,0.22338387397758197
-79.71428571428571,15.0,0.19640254797559464
-79.71428571428571,20.0,0.17702050500520272
-79.71428571428571,25.0,0.17096211967873387
-79.71428571428571,30.0,0.18351293067098595
-79.71428571428571,35.0,0.2188176889976603
-79.71428571428571,40.0,0.27932819852867397
-79.71428571428571,45.0,0.36546825295954477
-79.71428571428571,50.0,0.47553843664354645
-79.71428571428571,55.0,0.6058473038501688
-79.71428571428571,60.0,0.7510316348925699
-79.71428571428571,65.0,0.9045161240646848
-79.71428571428571,70.0,1.0590581672950066
-79.71428571428571,75.0,1.2073223217812483
-79.71428571428571,80.0,1.342429355092463
-79.71428571428571,85.0,1.458427337303874
-79.71428571428571,90.0,1.5506396867422154
-79.71428571428571,95.0,1.6158599826158024
-79.71428571428571,100.0,1.65238559905265
-79.71428571428571,105.0,1.6599080778469215
-79.71428571428571,110.0,1.6393013145643636
-79.71428571428571,115.0,1.5923626758885803
-79.71428571428571,120.0,1.521563233618508
-79.71428571428571,125.0,1.4298514789479668
