   8.0538590e-02   8.0342713e-02   7.9956936e-02   7.9393028e-02   7.8668187e-02   7.7804511e-02   7.6828315e-02   7.5769325e-02   7.4659764e-02   7.3533373e-02   7.2424375e-02   7.1366442e-02   7.0391671e-02   6.9529615e-02   6.8806395e-02   6.8243912e-02   6.7859192e-02   6.7663878e-02   6.7663878e-02   6.7859192e-02   6.8243912e-02   6.8806395e-02   6.9529615e-02   7.0391671e-02   7.1366442e-02   7.2424375e-02   7.3533373e-02   7.4659764e-02   7.5769325e-02   7.6828315e-02   7.7804511e-02   7.8668187e-02   7.9393028e-02   7.9956936e-02   8.0342713e-02   8.0538590e-02   8.0538590e-02   8.0342713e-02   7.9956936e-02   7.9393028e-02   7.8668187e-02   7.7804511e-02   7.6828315e-02   7.5769325e-02   7.4659764e-02   7.3533373e-02   7.2424375e-02   7.1366442e-02   7.0391671e-02   6.9529615e-02   6.8806395e-02   6.8243912e-02   6.7859192e-02   6.7663878e-02   6.7663878e-02   6.7859192e-02   6.8243912e-02   6.8806395e-02   6.9529615e-02   7.0391671e-02   7.1366442e-02   7.2424375e-02   7.3533373e-02   7.4659764e-02   7.5769325e-02   7.6828315e-02   7.7804511e-02   7.8668187e-02   7.9393028e-02   7.9956936e-02   8.0342713e-02   8.0538590e-02
   2.2819360e-01   2.2644586e-01   2.2300553e-01   2.1798095e-01   2.1152996e-01   2.0385442e-01   1.9519342e-01   1.8581527e-01   1.7600874e-01   1.6607384e-01   1.5631243e-01   1.4701908e-01   1.3847233e-01   1.3092671e-01   1.2460564e-01   1.1969532e-01   1.1633978e-01   1.1463717e-01   1.1463717e-01   1.1633978e-01   1.1969532e-01   1.2460564e-01   1.3092671e-01   1.3847233e-01   1.4701908e-01   1.5631243e-01   1.6607384e-01   1.7600874e-01   1.8581527e-01   1.9519342e-01   2.0385442e-01   2.1152996e-01   2.1798095e-01   2.2300553e-01   2.2644586e-01   2.2819360e-01   2.2819360e-01   2.2644586e-01   2.2300553e-01   2.1798095e-01   2.1152996e-01   2.0385442e-01   1.9519342e-01   1.8581527e-01   1.7600874e-01   1.6607384e-01   1.5631243e-01   1.4701908e-01   1.3847233e-01   1.3092671e-01   1.2460564e-01   1.1969532e-01   1.1633978e-01   1.1463717e-01   1.1463717e-01   1.1633978e-01   1.1969532e-01   1.2460564e-01   1.3092671e-01   1.3847233e-01   1.4701908e-01   1.5631243e-01   1.6607384e-01   1.7600874e-01   1.8581527e-01   1.9519342e-01   2.0385442e-01   2.1152996e-01   2.1798095e-01   2.2300553e-01   2.2644586e-01   2.2819360e-01
   5.1000412e-01   5.0523215e-01   4.9584860e-01   4.8216749e-01   4.6464350e-01   4.4385341e-01   4.2047322e-01   3.9525229e-01   3.6898589e-01   3.4248749e-01   3.1656223e-01   2.9198245e-01   2.6946606e-01   2.4965825e-01   2.3311655e-01   2.2029926e-01   2.1155684e-01   2.0712601e-01   2.0712601e-01   2.1155684e-01   2.2029926e-01   2.3311655e-01   2.4965825e-01   2.6946606e-01   2.9198245e-01   3.1656223e-01   3.4248749e-01   3.6898589e-01   3.9525229e-01   4.2047322e-01   4.4385341e-01   4.6464350e-01   4.8216749e-01   4.9584860e-01   5.0523215e-01   5.1000412e-01   5.1000412e-01   5.0523215e-01   4.9584860e-01   4.8216749e-01   4.6464350e-01   4.4385341e-01   4.2047322e-01   3.9525229e-01   3.6898589e-01   3.4248749e-01   3.1656223e-01   2.9198245e-01   2.6946606e-01   2.4965825e-01   2.3311655e-01   2.2029926e-01   2.1155684e-01   2.0712601e-01   2.0712601e-01   2.1155684e-01   2.2029926e-01   2.3311655e-01   2.4965825e-01   2.6946606e-01   2.9198245e-01   3.1656223e-01   3.4248749e-01   3.6898589e-01   3.9525229e-01   4.2047322e-01   4.4385341e-01   4.6464350e-01   4.8216749e-01   4.9584860e-01   5.0523215e-01   5.1000412e-01
   9.0046845e-01   8.9135253e-01   8.7345503e-01   8.4742751e-01   8.1420601e-01   7.7496506e-01   7.3106208e-01   6.8397625e-01   6.3524602e-01   5.8640936e-01   5.3895016e-01   4.9425310e-01   4.5356850e-01   4.1798736e-01   3.8842567e-01   3.6561653e-01   3.5010779e-01   3.4226291e-01   3.4226291e-01   3.5010779e-01   3.6561653e-01   3.8842567e-01   4.1798736e-01   4.5356850e-01   4.9425310e-01   5.3895016e-01   5.8640936e-01   6.3524602e-01   6.8397625e-01   7.3106208e-01   7.7496506e-01   8.1420601e-01   8.4742751e-01   8.7345503e-01   8.9135253e-01   9.0046845e-01   9.0046845e-01   8.9135253e-01   8.7345503e-01   8.4742751e-01   8.1420601e-01   7.7496506e-01   7.3106208e-01   6.8397625e-01   6.3524602e-01   5.8640936e-01   5.3895016e-01   4.9425310e-01   4.5356850e-01   4.1798736e-01   3.8842567e-01   3.6561653e-01   3.5010779e-01   3.4226291e-01   3.4226291e-01   3.5010779e-01   3.6561653e-01   3.8842567e-01   4.1798736e-01   4.5356850e-01   4.9425310e-01   5.3895016e-01   5.8640936e-01   6.3524602e-01   6.8397625e-01   7.3106208e-01   7.7496506e-01   8.1420601e-01   8.4742751e-01   8.7345503e-01   8.9135253e-01   9.0046845e-01
   1.3649006e+00   1.3503349e+00   1.3217965e+00   1.2804351e+00   1.2278884e+00   1.1661861e+00   1.0976360e+00   1.0247019e+00   9.4988241e-01   8.7560139e-01   8.0411580e-01   7.3744730e-01   6.7733888e-01   6.2523608e-01   5.8228892e-01   5.4936925e-01   5.2709647e-01   5.1586464e-01   5.1586464e-01   5.2709647e-01   5.4936925e-01   5.8228892e-01   6.2523608e-01   6.7733888e-01   7.3744730e-01   8.0411580e-01   8.7560139e-01   9.4988241e-01   1.0247019e+00   1.0976360e+00   1.1661861e+00   1.2278884e+00   1.2804351e+00   1.3217965e+00   1.3503349e+00   1.3649006e+00   1.3649006e+00   1.3503349e+00   1.3217965e+00   1.2804351e+00   1.2278884e+00   1.1661861e+00   1.0976360e+00   1.0247019e+00   9.4988241e-01   8.7560139e-01   8.0411580e-01   7.3744730e-01   6.7733888e-01   6.2523608e-01   5.8228892e-01   5.4936925e-01   5.2709647e-01   5.1586464e-01   5.1586464e-01   5.2709647e-01   5.4936925e-01   5.8228892e-01   6.2523608e-01   6.7733888e-01   7.3744730e-01   8.0411580e-01   8.7560139e-01   9.4988241e-01   1.0247019e+00   1.0976360e+00   1.1661861e+00   1.2278884e+00   1.2804351e+00   1.3217965e+00   1.3503349e+00   1.3649006e+00
   1.8632369e+00   1.8423743e+00   1.8016017e+00   1.7427573e+00   1.6684361e+00   1.5818145e+00   1.4864423e+00   1.3860247e+00   1.2842120e+00   1.1844164e+00   1.0896703e+00   1.0025337e+00   9.2505488e-01   8.5878086e-01   8.0480732e-01   7.6385624e-01   7.3636464e-01   7.2256865e-01   7.2256865e-01   7.3636464e-01   7.6385624e-01   8.0480732e-01   8.5878086e-01   9.2505488e-01   1.0025337e+00   1.0896703e+00   1.1844164e+00   1.2842120e+00   1.3860247e+00   1.4864423e+00   1.5818145e+00   1.6684361e+00   1.7427573e+00   1.8016017e+00   1.8423743e+00   1.8632369e+00   1.8632369e+00   1.8423743e+00   1.8016017e+00   1.7427573e+00   1.6684361e+00   1.5818145e+00   1.4864423e+00   1.3860247e+00   1.2842120e+00   1.1844164e+00   1.0896703e+00   1.0025337e+00   9.2505488e-01   8.5878086e-01   8.0480732e-01   7.6385624e-01   7.3636464e-01   7.2256865e-01   7.2256865e-01   7.3636464e-01   7.6385624e-01   8.0480732e-01   8.5878086e-01   9.2505488e-01   1.0025337e+00   1.0896703e+00   1.1844164e+00   1.2842120e+00   1.3860247e+00   1.4864423e+00   1.5818145e+00   1.6684361e+00   1.7427573e+00   1.8016017e+00   1.8423743e+00   1.8632369e+00
   2.3543836e+00   2.3266613e+00   2.2726436e+00   2.1950702e+00   2.0977781e+00   1.9854065e+00   1.8630527e+00   1.7359145e+00   1.6089532e+00   1.4866110e+00   1.3726054e+00   1.2698156e+00   1.1802666e+00   1.1051991e+00   1.0452112e+00   1.0004425e+00   9.7077328e-01   9.5600659e-01   9.5600659e-01   9.7077328e-01   1.0004425e+00   1.0452112e+00   1.1051991e+00   1.1802666e+00   1.2698156e+00   1.3726054e+00   1.4866110e+00   1.6089532e+00   1.7359145e+00   1.8630527e+00   1.9854065e+00   2.0977781e+00   2.1950702e+00   2.2726436e+00   2.3266613e+00   2.3543836e+00   2.3543836e+00   2.3266613e+00   2.2726436e+00   2.1950702e+00   2.0977781e+00   1.9854065e+00   1.8630527e+00   1.7359145e+00   1.6089532e+00   1.4866110e+00   1.3726054e+00   1.2698156e+00   1.1802666e+00   1.1051991e+00   1.0452112e+00   1.0004425e+00   9.7077328e-01   9.5600659e-01   9.5600659e-01   9.7077328e-01   1.0004425e+00   1.0452112e+00   1.1051991e+00   1.1802666e+00   1.2698156e+00   1.3726054e+00   1.4866110e+00   1.6089532e+00   1.7359145e+00   1.8630527e+00   1.9854065e+00   2.0977781e+00   2.1950702e+00   2.2726436e+00   2.3266613e+00   2.3543836e+00
   2.8005955e+00   2.7657412e+00   2.6980547e+00   2.6014029e+00   2.4811612e+00   2.3437566e+00   2.1961372e+00   2.0452274e+00   1.8974224e+00   1.7581766e+00   1.6317208e+00   1.5209341e+00   1.4273726e+00   1.3514403e+00   1.2926709e+00   1.2500769e+00   1.2225136e+00   1.2090084e+00   1.2090084e+00   1.2225136e+00   1.2500769e+00   1.2926709e+00   1.3514403e+00   1.4273726e+00   1.5209341e+00   1.6317208e+00   1.7581766e+00   1.8974224e+00   2.0452274e+00   2.1961372e+00   2.3437566e+00   2.4811612e+00   2.6014029e+00   2.6980547e+00   2.7657412e+00   2.8005955e+00   2.8005955e+00   2.7657412e+00   2.6980547e+00   2.6014029e+00   2.4811612e+00   2.3437566e+00   2.1961372e+00   2.0452274e+00   1.8974224e+00   1.7581766e+00   1.6317208e+00   1.5209341e+00   1.4273726e+00   1.3514403e+00   1.2926709e+00   1.2500769e+00   1.2225136e+00   1.2090084e+00   1.2090084e+00   1.2225136e+00   1.2500769e+00   1.2926709e+00   1.3514403e+00   1.4273726e+00   1.5209341e+00   1.6317208e+00   1.7581766e+00   1.8974224e+00   2.0452274e+00   2.1961372e+00   2.3437566e+00   2.4811612e+00   2.6014029e+00   2.6980547e+00   2.7657412e+00   2.8005955e+00
   3.1713757e+00   3.1293944e+00   3.0481683e+00   2.9329112e+00   2.7908246e+00   2.6304323e+00   2.4608146e+00   2.2908246e+00   2.1283731e+00   1.9798570e+00   1.8497891e+00   1.7406602e+00   1.6530406e+00   1.5858930e+00   1.5370511e+00   1.5037921e+00   1.4834273e+00   1.4738295e+00   1.4738295e+00   1.4834273e+00   1.5037921e+00   1.5370511e+00   1.5858930e+00   1.6530406e+00   1.7406602e+00   1.8497891e+00   1.9798570e+00   2.1283731e+00   2.2908246e+00   2.4608146e+00   2.6304323e+00   2.7908246e+00   2.9329112e+00   3.0481683e+00   3.1293944e+00   3.1713757e+00   3.1713757e+00   3.1293944e+00   3.0481683e+00   2.9329112e+00   2.7908246e+00   2.6304323e+00   2.4608146e+00   2.2908246e+00   2.1283731e+00   1.9798570e+00   1.8497891e+00   1.7406602e+00   1.6530406e+00   1.5858930e+00   1.5370511e+00   1.5037921e+00   1.4834273e+00   1.4738295e+00   1.4738295e+00   1.4834273e+00   1.5037921e+00   1.5370511e+00   1.5858930e+00   1.6530406e+00   1.7406602e+00   1.8497891e+00   1.9798570e+00   2.1283731e+00   2.2908246e+00   2.4608146e+00   2.6304323e+00   2.7908246e+00   2.9329112e+00   3.0481683e+00   3.1293944e+00   3.1713757e+00
   3.4464450e+00   3.3975907e+00   3.3034386e+00   3.1707441e+00   3.0087861e+00   2.8284523e+00   2.6411889e+00   2.4579327e+00   2.2881464e+00   2.1390612e+00   2.0152068e+00   1.9182744e+00   1.8473147e+00   1.7992366e+00   1.7695344e+00   1.7531436e+00   1.7453153e+00   1.7423929e+00   1.7423929e+00   1.7453153e+00   1.7531436e+00   1.7695344e+00   1.7992366e+00   1.8473147e+00   1.9182744e+00   2.0152068e+00   2.1390612e+00   2.2881464e+00   2.4579327e+00   2.6411889e+00   2.8284523e+00   3.0087861e+00   3.1707441e+00   3.3034386e+00   3.3975907e+00   3.4464450e+00   3.4464450e+00   3.3975907e+00   3.3034386e+00   3.1707441e+00   3.0087861e+00   2.8284523e+00   2.6411889e+00   2.4579327e+00   2.2881464e+00   2.1390612e+00   2.0152068e+00   1.9182744e+00   1.8473147e+00   1.7992366e+00   1.7695344e+00   1.7531436e+00   1.7453153e+00   1.7423929e+00   1.7423929e+00   1.7453153e+00   1.7531436e+00   1.7695344e+00   1.7992366e+00   1.8473147e+00   1.9182744e+00   2.0152068e+00   2.1390612e+00   2.2881464e+00   2.4579327e+00   2.6411889e+00   2.8284523e+00   3.0087861e+00   3.1707441e+00   3.3034386e+00   3.3975907e+00   3.4464450e+00
